,MOVIES,RATING,PLOT,VOTES,RunTime,Gross,MOVIE ID,is_tv_movie,is_tv_special,is_tv_short,is_video_game
7945, Explained,7.3,"Beauty may be in the eye of the beholder, but what exactly makes things such as art and architecture aesthetically pleasing, and why do we like looking?",228,,,105,0,0,0,0
7946, Mortel,8.0,"Rumors about the night of the party send Luisa on a desperate quest for answers, and drive a wedge between Victor and Sofiane.",44,46.0,,221,0,0,0,0
7947, Narcoworld: Dope Stories,7.2,Meth smugglers and law enforcement officials play a high stakes game of cat and mouse around Phoenix and the US-Mexico border.,45,47.0,,228,0,0,0,0
7948, Narcoworld: Dope Stories,7.0,"Follow the flow of smuggled hash as criminals transport it from Morocco, across the Strait of Gibraltar, up the cost of Spain and into France.",32,39.0,,228,0,0,0,0
7949, Narcoworld: Dope Stories,7.5,"In the poorest areas of Rio de Janeiro, elite teams of police officers risk their lives fighting brutal drug gangs with nothing to lose.",28,37.0,,228,0,0,0,0
7950, Narcoworld: Dope Stories,6.8,"The drug MDMA is disturbingly popular in the UK, where dealers smuggle it into music festivals and raves for eager customers.",29,38.0,,228,0,0,0,0
7951, Kevin Hart: Don't F**k This Up,6.5,"Months before a public scandal, Kevin Hart offers a glimpse into his ambitious schedule and remembers the woman responsible for his grueling work ethic.",102,,,177,0,0,0,0
7952, Kevin Hart: Don't F**k This Up,6.5,Add a Plot,94,,,177,0,0,0,0
7953, Kevin Hart: Don't F**k This Up,6.5,Add a Plot,94,,,177,0,0,0,0
7954, Kevin Hart: Don't F**k This Up,6.4,Add a Plot,91,,,177,0,0,0,0
7955, Kevin Hart: Don't F**k This Up,6.6,Add a Plot,91,,,177,0,0,0,0
7956, Kevin Hart: Don't F**k This Up,6.6,Add a Plot,88,,,177,0,0,0,0
7957, Avatar: The Last Airbender,9.5,The invasion seems to be succeeding until Aang learns that their arrival was anticipated. Zuko confronts his father.,"3,275",47.0,,28,0,0,0,0
7958, Black Lightning,7.3,The Pierces fear for Jennifer's life.,395,41.0,,42,0,0,0,0
7959, Don't F**k with Cats: Hunting an Internet Killer,8.4,"A shocking online video brings together a widespread internet group of animal lovers out for justice. Their target, meanwhile, has more horrors planned.","1,311",66.0,,93,0,0,0,0
7960, Don't F**k with Cats: Hunting an Internet Killer,8.4,"A new video pushes panic go to the next level, galvanizing the ""internet nerds"" to intensify their own painstaking investigation as police join the hunt.","1,206",57.0,,93,0,0,0,0
7961, Don't F**k with Cats: Hunting an Internet Killer,8.2,"With the killer's identity - and twisted motives - revealed, the group finds more key clues as the global police manhunt reaches a fever pitch.","1,179",64.0,,93,0,0,0,0
7962, Poketto monsutâ,8.1,"While Ash travels with his Mother and Professor Oak, Go awaits a special encounter with a legendary Pokemon. Little do these two boys know, their first adventure together is about to begin.",82,,,244,0,0,0,0
7963, Dynasty,8.2,Blake's trial continues as Alexis shocks the jury with her testimony; Fallon returns to the courthouse to find her mother has returned.,197,42.0,,95,0,0,0,0
7964, Avatar: The Last Airbender,9.2,Zuko makes a decision about his future. Aang reunites with many of his old friends in a full-scale invasion of the Fire Nation capitol to coincide with an eclipse which will remove the Fire Nation's powers.,"3,092",47.0,,28,0,0,0,0
7965, Jamtara: Sabka Number Ayega,7.0,"The boys adopt Sunny's get-rich-quick strategy. Anas looks to break a story in the paper. As Sunny's confidence grows, Brajesh visits him and Gudiya.",89,25.0,,166,0,0,0,0
7966, Johnny Test,5.8,Johnny discovers a gap in free candy giving holidays.Mr. Black & Mr. White need the girls' help to build a telekinetic helmet.,20,23.0,,169,0,0,0,0
7967, Brand New Cherry Flavor,,Add a Plot,,,,52,0,0,0,0
7968, Brand New Cherry Flavor,,Add a Plot,,,,52,0,0,0,0
7969, Explained,7.5,Explained looks at diamonds and how they have come to mean everything from a status symbol to a sparkling sign of everlasting love. Why do diamonds have the meaning that they do? Why are ...                See full summary »,242,,,105,0,0,0,0
7970, The Flash,7.1,"After months of searching for Sue Dearbon, Ralph gets a lead on her whereabouts and finally comes face to face with his missing client. However, Sue refuses to return home to her family, ...                See full summary »","1,398",42.0,,320,0,0,0,0
7971, The Flash,7.7,"Feeling overwhelmed with all the changes since Crisis, Barry conducts an experiment that goes awry and puts him directly in Gorilla Grodd's path; Iris works with Eva to escape the Mirrorverse.","1,392",42.0,,320,0,0,0,0
7972, Sorjonen,7.5,"Over Niko's objections, Kari dives into a series of grisly crimes that yield more echoes of past cases. Janina grows frustrated with her father.",126,56.0,,285,0,0,0,0
7973, Sorjonen,7.1,"As the team races to track down potential victims, Kari scours the country for news of the killer's daughter. A disturbing video captures a new crime.",139,60.0,,285,0,0,0,0
7974, Sorjonen,7.3,"When a man is murdered inside his room at a retirement home, Kari and team question his three very different sons and his much younger girlfriend.",123,59.0,,285,0,0,0,0
7975, Sorjonen,7.2,"The week's events play out from a different angle, revealing new dynamics within the family. Meanwhile, Kari grapples with his own father issues.",118,58.0,,285,0,0,0,0
7976, Sorjonen,7.2,"After another key figure in the case is found dead, Kari revisits a suspicious tragedy in the family's past. Janina interrogates Jarkko on camera.",114,59.0,,285,0,0,0,0
7977, Sorjonen,7.5,The ritualistic murder of a young swimming instructor draws the team to a conservative religious community teeming with secrets.,112,60.0,,285,0,0,0,0
7978, Sorjonen,7.8,Shocking news and an unsettling encounter stoke tensions in the community. Kari leaps into action after finding Janina's diary.,112,60.0,,285,0,0,0,0
7979, Sorjonen,7.8,A mysterious outbreak leaves Kari locked down in a hospital ward - just as he and the team brace for the return of Lasse Maasalo.,95,57.0,,285,0,0,0,0
7980, Sorjonen,8.0,"With the city in crisis, Anneli faces an ultimatum, and Kari must decide just how far he's willing to go to stop his nemesis.",120,60.0,,285,0,0,0,0
7981, Sugar Rush Christmas,6.5,Add a Plot,38,,,293,0,0,0,0
7982, Sugar Rush Christmas,6.7,Add a Plot,34,,,293,0,0,0,0
7983, Sugar Rush Christmas,6.6,Add a Plot,29,,,293,0,0,0,0
7984, Sugar Rush Christmas,6.9,"3 rounds: cupcakes-highlight a nut, confections- feature plums, cake- Nutcracker Suite theme featuring the Mouse King and cheese . Guest judge is Jeanine Mason.",27,,,293,0,0,0,0
7985, Sugar Rush Christmas,6.4,"3 rounds: cupcakes-feature Santa Claus plus two helpers, confections- something that can be dipped (inspiration Santa's milk and cookies), cake- gingerbread cake featuring Santa's workshop. Guest judge is Tiffani Thiessen.",27,,,293,0,0,0,0
7986, Sugar Rush Christmas,6.6,"3 rounds: cupcakes-feature a winter activity and cooling flavors, confections- frozen, cake- winter wonderland theme featuring warm ingredients. Guest judge is Meryl Davis.",26,,,293,0,0,0,0
7987, Avatar: The Last Airbender,9.0,"The gang hides out in the Western Air Temple. Zuko tries to convince the gang of his change in heart, but they are very hesitant. Combustion Man/Sparky-Sparky Boom Man attacks again.","2,986",25.0,,28,0,0,0,0
7988, Brand New Cherry Flavor,,Add a Plot,,,,52,0,0,0,0
7989, Brand New Cherry Flavor,,Add a Plot,,,,52,0,0,0,0
7990, Brand New Cherry Flavor,,Add a Plot,,,,52,0,0,0,0
7991, Brand New Cherry Flavor,,Add a Plot,,,,52,0,0,0,0
7992, Brand New Cherry Flavor,,Add a Plot,,,,52,0,0,0,0
7993, Brand New Cherry Flavor,,Add a Plot,,,,52,0,0,0,0
7994, Virgin River,7.7,Mel grapples with how to honour Mark ahead of the anniversary of his death. Jack's stress leads him to bad decisions. Hope apologises with pie.,295,45.0,,393,0,0,0,0
7995, Virgin River,7.7,"When police find a body in the woods, Preacher worries about the implications. Charmaine and Jack work on a birth plan with Mel.",306,40.0,,393,0,0,0,0
7996, Virgin River,7.8,"While Jack helps Mike zero in on Calvin, Mel and Doc investigate a mysterious outbreak that could be related to food poisoning. Hope learns a secret.",295,41.0,,393,0,0,0,0
7997, Virgin River,8.0,"Mel searches desperately for Jack, who has stumbled upon disturbing news. Jamie makes Preacher an enticing job offer. Hope questions Doc's loyalty.",310,44.0,,393,0,0,0,0
7998, Virgin River,8.5,Mel tracks down Brady to find out more about Spencer. Hope answers Doc's question. Preacher makes a life-changing decision.,380,45.0,,393,0,0,0,0
7999, Hollywood Insider,,Behind the scenes of The Irishman.,,,,148,0,0,0,0
8000, Hollywood Insider,,Reactions at premiere of The Irishman.,,,,148,0,0,0,0
8001, The Confession Killer,7.2,"The hunt for two missing women leads authorities to Henry Lee Lucas. In court, he drops a bombshell, setting off a media circus and riveting a nation.",318,45.0,,310,0,0,0,0
8002, The Confession Killer,7.5,"At Georgetown, Lucas regales visiting officers with stories to clear murder cases. But one Lubbock family will do their own police work to refute him.",287,50.0,,310,0,0,0,0
8003, The Confession Killer,7.6,"Suspicions about Lucas's confessions crescendo as a front-page investigative story hits the newsstands, and an ambitious DA takes on the Texas Rangers.",271,49.0,,310,0,0,0,0
8004, The Confession Killer,7.7,"As families long for closure, the manipulation continues. Years later, on death row, Lucas steps up the fight for his life. But the lies don't stop.",255,46.0,,310,0,0,0,0
8005, The Confession Killer,7.6,DNA testing and a close examination of the evidence reveal the truth about Lucas - and the officers who let the real killers get away with murder.,248,50.0,,310,0,0,0,0
8006, Lupin,7.9,"Years after a tragic injustice involving his father, Assane seeks to settle a score, and a debt, by stealing a diamond necklace. However, the heist takes an unexpected turn.","3,271",47.0,,203,0,0,0,0
8007, Riverdale,7.1,"In the competitive heat of Quiz Show fever, Betty butts heads with Brett; Archie gets Frank a job at Andrew's Construction; Veronica and Cheryl team up for an unlikely business venture.",668,42.0,,262,0,0,0,0
8008, Le Bazar de la Charité,7.9,"Arrested by Hennion, Adrienne learns about her husband's dark past. Rose still refuses to have an abortion, which puts her and Mrs. Huchon in great danger of retribution from Henri de la ...                See full summary »",89,53.0,,189,0,0,0,0
8009, Le Bazar de la Charité,7.9,Rose pays a high price for her attempt to make it look like Henri de la Trémoille is the father of her child. Alice finds out that her father is going to be blamed for starting the fire at ...                See full summary »,88,48.0,,189,0,0,0,0
8010, Undercover,7.8,The police try to get Jean-Pierre back on board by tracking down his old friend. Laurent and Nathalie get into a fight with severe consequences.,258,49.0,,383,0,0,0,0
8011, Undercover,7.2,Jean-Pierre agrees to deliver weapons in exchange for Bilzarian. Nathalie fears what will happen to her and Jackson once Laurent awakens.,241,49.0,,383,0,0,0,0
8012, Undercover,7.5,"As the net is closing in on him, Bob hits the road with Bilzarian. He tries to keep an eye on the Bergers while reconnecting to Danielle.",247,50.0,,383,0,0,0,0
8013, Undercover,7.8,Laurent tries to warn his brother while the police ask Nathalie for one more favor. Bob is called as a witness at Ferry's trial.,232,51.0,,383,0,0,0,0
8014, Undercover,7.5,Jean-Pierre gets hold of Nathalie. The police have another setback. Bob fears his cover is blown and rushes to the Berger mansion.,286,46.0,,383,0,0,0,0
8015, Halston,7.7,"Looking to reinvent himself, Halston sets out to create a signature look, assembling a design team and finding inspiration in new friend Liza Minnelli.",546,46.0,,139,0,0,0,0
8016, Unsolved Mysteries,7.7,A young mother disappears after revealing to members of her family what really happened to her long-missing step-father.,841,49.0,,387,0,0,0,0
8017, Unsolved Mysteries,7.4,"After checking in at a luxury hotel with no ID or credit card, a woman dies from a gunshot. Years later, her identity - and her death - remain a mystery.",666,43.0,,387,0,0,0,0
8018, Unsolved Mysteries,7.1,Alonzo Brooks vanishes after a party. His body is found a month later. Many believe that this is an unsolved hate crime.,913,46.0,,387,0,0,0,0
8019, Jamtara: Sabka Number Ayega,7.1,"Dolly, Biswa and Saurav carry out a sting operation that goes awry. Sunny arrives at Brajesh's party, vowing payback for his treatment of Gudiya.",89,30.0,,166,0,0,0,0
8020, Clickbait,,Add a Plot,,,,69,0,0,0,0
8021, Jamtara: Sabka Number Ayega,7.1,"A tragedy sends Sunny on the run, with the police and Brajesh's men on his trail. Dolly and Saurav hatch a plan to prove Brajesh's link to the incident.",90,25.0,,166,0,0,0,0
8022, Astronomy Club,6.8,Add a Plot,30,,,26,0,0,0,0
8023, Astronomy Club,6.7,Add a Plot,28,,,26,0,0,0,0
8024, Astronomy Club,7.1,Add a Plot,25,,,26,0,0,0,0
8025, Astronomy Club,6.7,Add a Plot,23,,,26,0,0,0,0
8026, Astronomy Club,6.8,Add a Plot,22,,,26,0,0,0,0
8027, Virgin River,8.2,"Charmaine tells a stunned Jack to make a decision while Mel is left reeling and Hope is filled with guilt. Meanwhile, Paige opens up to Preacher",521,45.0,,393,0,0,0,0
8028, Lugar de Mulher,5.6,Add a Plot,5,16.0,,199,0,0,0,0
8029, Riverdale,7.1,Emotions run high as Riverdale celebrates a monumental Spirit Week; Jughead considers a pivotal opportunity; Veronica pursues a new passion.,684,42.0,,262,0,0,0,0
8030, Hit and Run,,Add a Plot,,,,147,0,0,0,0
8031, La casa de papel,7.1,Palermo shocks the group with his actions. Sierra pressures her subject to take a deal. The Professor remembers his brother's wedding.,"5,514",44.0,,185,0,0,0,0
8032, La casa de papel,7.0,The Professor's mole attempts to pass along his message to the person inside the tent. Denver's jealousy toward Mónica and Rio's friendship heightens.,"5,380",42.0,,185,0,0,0,0
8033, La casa de papel,7.4,"In the past, Berlin predicts that Gandía will cause problems for the operation. Sierra's interrogation of Lisboa leads to a personal revelation.","5,289",53.0,,185,0,0,0,0
8034, La casa de papel,6.8,Denver turns to an undercover source for help. Nairobi attempts to motivate her team as the danger around them intensifies.,"5,972",42.0,,185,0,0,0,0
8035, La casa de papel,7.2,"With Nairobi held hostage, Gandía negotiates with the crew. The Professor desperately seeks a new plan to save his team.","6,162",45.0,,185,0,0,0,0
8036, La casa de papel,8.2,The group reels following the attack on one of their own. The Professor puts his adjusted plan in motion with the help of new recruits and Palermo.,"5,896",52.0,,185,0,0,0,0
8037, Le Bazar de la Charité,7.9,"Adrienne returns home with only one goal in mind: to convince her husband that she sincerely wants to make up and work things out. Henri de la Trémoille figures out that his ""wife"" had sex ...                See full summary »",87,48.0,,189,0,0,0,0
8038, Le Bazar de la Charité,8.0,"When Henri de La Trémoille catches Rose with Jean, the results are fatal. Alice, who has done everything she possibly could to try to save Victor from the guillotine, wallows in despair. ...                See full summary »",85,54.0,,189,0,0,0,0
8039, Age of Samurai: Battle for Japan,7.4,"Considered a fool and unfit to lead, Nobunaga rises to power as the leader of the Oda clan, spurring dissent among those in his family vying for control.",215,43.0,,10,0,0,0,0
8040, Age of Samurai: Battle for Japan,7.4,"Nobunaga angers warlords when he captures most of central Japan and ignites a fierce war with Takeda Shingen, a formidable daimyo.",177,42.0,,10,0,0,0,0
8041, Age of Samurai: Battle for Japan,7.6,"As Nobunaga's ambitions intensify, some generals begin to question his command, leading to a betrayal that alters the political landscape forever.",167,42.0,,10,0,0,0,0
8042, Age of Samurai: Battle for Japan,7.4,"Toyotomi Hideyoshi ascends to power as the de facto ruler of Japan. Still, Date Masamune, a young daimyo in the north ignores his missives.",157,43.0,,10,0,0,0,0
8043, Age of Samurai: Battle for Japan,7.5,"With the country unified, Hideyoshi plans to expand his reign to China. Logistical challenges and fierce operation in Korea prove to be costly.",142,43.0,,10,0,0,0,0
8044, Age of Samurai: Battle for Japan,7.4,"A dying Hideyoshi appoints five regents to govern til his son comes of age, but the power hungry Tokugawa Ieyasu declares war on those who oppose him.",138,44.0,,10,0,0,0,0
8045, Vikings,7.8,"After leaving Kattegat, Ivar the Boneless embarks on a journey to unknown places, where he stumbles upon a stranger and suddenly remembers previous memories, which forces him to recall the story of the unique genius that is Floki.",202,,,392,0,0,0,0
8046, La casa de papel,8.2,"The Professor, Benjamin and the others attempt to free Lisbon. Tokyo's anger threatens her faith in the plan. Sierra takes matters into her own hands.","7,176",60.0,,185,0,0,0,0
8047, Untitled Lakers Project,,Add a Plot,,,,388,0,0,0,0
8048, Desenfrenadas,8.2,A visit to Vera's vacation house brings back painful memories for her. Marcela confronts the trio about their bickering while opening up about herself.,31,,,86,0,0,0,0
8049, The Circle,7.5,The experiment starts as the players craft their profiles and begin connecting -- for better or worse.,175,63.0,,309,0,0,0,0
8050, A Suitable Boy,6.1,"Lata continues to pursue a relationship with Kabir Durrani, despite knowing her mother would disapprove of the match. When news that her daughter has been seen with an unsuitable boy reaches Rupa she takes action to keep them apart.",156,58.0,,7,0,0,0,0
8051, Jamtara: Sabka Number Ayega,6.8,"An enemy intercepts Sunny's escape. While tracking the phishing calls, Saurav makes a breakthrough. As some scammers are arrested, Sunny's fate worsens.",92,23.0,,166,0,0,0,0
8052, Black Summer,7.8,"Life and death spin savagely out of control. Familiar faces scramble to survive the brutality, and wrenching betrayal lurks around every corner.",736,44.0,,43,0,0,0,0
8053, Johnny Test,5.6,Johnny & Dukey see a preview for a new Speed McCool comedy.You're supposed to be 18 and willing to serve in the military to play a new on-line game - but that won't stop Johnny.,21,23.0,,169,0,0,0,0
8054, The Upshaws,8.5,"When Tasha gets into an accident, Bernie comes up with a solution--without telling Regina; meanwhile, conflicts erupt between other family members.",46,,,356,0,0,0,0
8055, The Boondocks,8.3,"After various failed attempts at meeting women on MySpace, Grandpa Freeman tries one last time and the results look promising, except for the fact that she was raised by wolves and knows a martial art that seems to be extinct.",278,23.0,,306,0,0,0,0
8056, The Sinner,6.5,Jamie pays Sonya a surprise visit; Ambrose goes to extreme lengths to get a confession.,"1,275",46.0,,349,0,0,0,0
8057, The Sinner,6.4,"After a major turn in the case, Ambrose's tactics are scrutinized.","1,297",42.0,,349,0,0,0,0
8058, The Sinner,5.6,"Jamie seeks vengeance, putting him on a collision course with Ambrose.","1,980",50.0,,349,0,0,0,0
8059, A Suitable Boy,6.2,"In newly independent India, passionate literature student Lata Mehra defies tradition and her meddling mother's wish to choose her a husband.",239,58.0,,7,0,0,0,0
8060, Hit and Run,,Add a Plot,,,,147,0,0,0,0
8061, Kalifat,7.5,"Pervin faces a treacherous dilemma after moving to Raqqa with her husband, a member of ISIS. SÄPO officer Fatima seizes the chance for a career boost.",371,47.0,,175,0,0,0,0
8062, Next in Fashion,7.3,"In it to win it, 18 designers pair up to concoct fabulous red-carpet looks. Will they go glam or ""hooch-wench"" for Monique Lhuillier and Eva Chen?",113,50.0,,230,0,0,0,0
8063, Hache,6.7,"An uninvited guest at a wedding brings intriguing news to Hache, who spots an opportunity. A robbery casts a shadow on Vinuesa's newfound happiness.",24,47.0,,137,0,0,0,0
8064, The Boondocks,7.7,"A bully steals the chain that signifies Riley's membership in Thugnificent's crew, prompting various attempts by Riley to get it back.",207,23.0,,306,0,0,0,0
8065, Blood & Water,7.5,"Puleng combines secrecy and strategy as she continues her quest for answers, and a special project leads to a closer bond with Fiks and her classmates.",68,44.0,,46,0,0,0,0
8066, Blood & Water,7.5,"Fiks faces backlash while campaigning for Head Girl. Meanwhile, Puleng considers a pivotal decision: Share her mission with Wade or abandon the search.",63,50.0,,46,0,0,0,0
8067, Blood & Water,7.9,"The tables turn as Puleng experiences her own scandal. Later, she and Wade chase a new lead. Fiks struggles with the pitfalls of romance.",63,49.0,,46,0,0,0,0
8068, Blood & Water,7.6,"After Wendy goes on record, Puleng grapples with regret...and grows closer to KB. Fils hosts a poolside gathering and deals with a devastating blow.",61,53.0,,46,0,0,0,0
8069, Blood & Water,7.7,Tensions mount at a party with KB's family and friends. Puleng prepares for her father's trial and examines a series of life-changing revelations.,65,51.0,,46,0,0,0,0
8070, Equinox,6.9,A chilling phone call during Astrid's radio show stirs up memories about her sister's disappearance and spurs her to investigate what really happened.,267,46.0,,103,0,0,0,0
8071, Equinox,6.9,Astrid returns to her childhood home to look for clues. Ida's relationship with Jakob unfolds and his fascination with a mysterious book takes root.,232,46.0,,103,0,0,0,0
8072, Equinox,6.9,"Jakob leads Ida, Amelia and Falke to the island for the equinox. After learning more about the strange symbol, Astrid questions a former teacher.",218,52.0,,103,0,0,0,0
8073, Equinox,7.0,"The pieces begin to fall into place for Astrid with help from Ida's old friend, but the visions that plagued her as a child shake her hold on reality.",208,43.0,,103,0,0,0,0
8074, Equinox,6.9,"A return address yields more clues, but Astrid's relentless search for answers causes concern. Ida feels lost and alone after the events on the island.",204,41.0,,103,0,0,0,0
8075, Equinox,6.2,"Astrid confronts her mother as she closes in on the truth. Anger, accusations and revelations mar Ida's long-awaited graduation day.",230,42.0,,103,0,0,0,0
8076, Lupin,7.8,"Assane hatches a plot to contact Comet, an inmate who steers him to a clue about Babakar's demise. Anne Pellegrini comes clean about her past.","2,653",52.0,,203,0,0,0,0
8077, Lupin,7.6,"Assane confronts commissioner Dumont, and plants a decoy to divert the police. Hubert Pellegrini's connection to Babakar's fate is revealed.","2,428",42.0,,203,0,0,0,0
8078, Fauda,8.2,"Doron and the team return, trying to hurt the Hamas infrastructure in the west bank.",310,50.0,,111,0,0,0,0
8079, Nisman,7.9,"Conspiracy theories abound when Alberto Nisman is found dead, hours before he planned to present the results of his investigation into the AMIA bombing.",33,54.0,,232,0,0,0,0
8080, Nisman,8.0,Special prosecutor Fein discusses investigating the crime scene. Experts debate contradictory evidence and ask: Was Nisman's death suicide or murder?,20,65.0,,232,0,0,0,0
8081, Nisman,7.7,Stiuso talks partnering with Nisman on the investigation and the alleged link between Iran and the bombing. Victims' loved ones remember the tragic day.,18,59.0,,232,0,0,0,0
8082, Nisman,8.0,"Nisman's ex-wife and others reveal events that occurred in the days before his death, including his accusation against Cristina Fernández de Kirchner.",17,68.0,,232,0,0,0,0
8083, Nisman,8.5,Criminal experts examine blood-splatter evidence to determine whether Nisman was murdered. Lagomarsino is interviewed about his connection to Nisman.,17,65.0,,232,0,0,0,0
8084, Nisman,7.9,"Stiuso is questioned about his conflicts with Bogado, Ocampo and others, as contradictions between major players in the AMIA case come to light.",15,62.0,,232,0,0,0,0
8085, The Boondocks,7.7,"Riley displays most of his worst traits as he joins Tom's youth basketball team, goofing off during practice, hogging the ball, and being a poor loser.",208,22.0,,306,0,0,0,0
8086, Jamtara: Sabka Number Ayega,7.0,Sunny acquiesces to a dubious deal to save his father. A shattered Gudiya partners with Dolly to set a honey trap in hopes of finally capturing Brajesh.,103,,,166,0,0,0,0
8087, Dynasty,8.2,Anders seeks help finding Kirby; Cristal and Alexis have a historically epic encounter.,197,42.0,,95,0,0,0,0
8088, Fast & Furious Spy Racers,7.4,"After Tony rocks it against Layla in a thrilling race through LA, SH1FT3R boss Shashi invites Tony's crew to join his group by pulling a job for him.",84,,,108,0,0,0,0
8089, Fast & Furious Spy Racers,7.6,Tony takes on all the SH1FT3R racers in a remote ghost town. But Tony's real mission isn't to win -- it's to track what scheme Shashi's up to.,76,,,108,0,0,0,0
8090, Fast & Furious Spy Racers,7.5,"While Tony works with Layla and Shashi to steal codes from a Russian businessman, Ms. Nowhere sends the others to snoop around Shashi's mansion.",70,,,108,0,0,0,0
8091, Fast & Furious Spy Racers,7.8,The crew enters a SH1FT3R race up a privately owned mountain. Can they find out what Shashi wants at the summit without blowing their cover?,69,,,108,0,0,0,0
8092, Fast & Furious Spy Racers,7.8,"Ms. Nowhere tells the crew that the mission is over, but Tony isn't ready to give up. He's too much of a Toretto to back off now.",69,,,108,0,0,0,0
8093, Fast & Furious Spy Racers,7.8,"When the crew takes over an amazing spy plane, they meet Shashi in the desert to exchange precious cargo. Will they also learn Shashi's master plan?",69,,,108,0,0,0,0
8094, Fast & Furious Spy Racers,7.8,It's up to Tony and his crew to save the world when Shashi sets up a showdown with evil billionaire Cleve Kelso on the Las Vegas strip.,74,,,108,0,0,0,0
8095, Fauda,8.3,"Doron is determined to stop Fawze by any means. Hila Bashan, the new head of the Gaza desk in the security service, pushes him to use Bashar to get to him. Doron is unsure whether he should...                See full summary »",272,50.0,,111,0,0,0,0
8096, Black Lightning,7.0,Jefferson has to navigate the post Crisis world. Lynn's determination to save meta kids gets her in trouble. Blackbird has a new challenge. Jennifer and Brandon bond.,309,40.0,,42,0,0,0,0
8097, Johnny Test,6.1,Big history test tomorrow and Johnny hasn't studied. He needs to stay home from school so he's got to get sick fast. He tries faking it but Mom's not buying it. To the lab! The Beast is the...                See full summary »,29,22.0,,169,0,0,0,0
8098, Hit and Run,,Add a Plot,,,,147,0,0,0,0
8099, Hit and Run,,Add a Plot,,,,147,0,0,0,0
8100, The A List,8.3,"Safe at home, Mia recovers from her camp trauma until she receives an unexpected message. Elsewhere, others work to escape a high-security facility.",35,28.0,,302,0,0,0,0
8101, The Circle,7.3,"A surprise confrontation raises the game's stakes; the players get ready to party, and a special guest scopes out the competition.",158,49.0,,309,0,0,0,0
8102, The Circle,7.7,"An anonymous game of Ask Me Anything leads to a series of accusations; Miranda refines her cheeky strategy, and Shubham finds his voice.",155,44.0,,309,0,0,0,0
8103, The Circle,7.6,Another tense elimination leads to an honest conversation; a casual connection evolves into an intimate bond; a quirky new player joins the competition.,151,46.0,,309,0,0,0,0
8104, Johnny Test,5.7,Bumper is on a bender at school and kids are getting their butts kicked. Susan & Mary have a date with Gil.,21,23.0,,169,0,0,0,0
8105, Fauda,8.3,"Doron is fearful for Bashar, who disappears. An operation to find the Hamas terrorists ends with bad results. Bashar, who doesn't know what to do, asks help from his father.",257,44.0,,111,0,0,0,0
8106, The Circle,7.3,A fresh face joins the Circle and asks a series of provocative questions; Rebecca turns the heat up on the game-play.,136,48.0,,309,0,0,0,0
8107, The Circle,7.9,"Mercedeze faces her toughest critics and makes a request; two new influencers are picked, and one player says goodbye.",141,45.0,,309,0,0,0,0
8108, The Circle,8.0,"Two new players join the Circle, just in time for trivia night; following a competitive match, Sammie makes an emotional reveal.",140,53.0,,309,0,0,0,0
8109, The Circle,8.1,Tension and tenderness intersect as the influencers deal with an elimination twist; two players connect; a new face joins the fun.,155,48.0,,309,0,0,0,0
8110, Hit and Run,,Add a Plot,,,,147,0,0,0,0
8111, The Last Kingdom,8.9,Uhtred reluctantly prepares to take power in Mercia but he has an alternate plan in his mind. Brida joins the Danes in attacking the Welsh.,"1,765",50.0,,330,0,0,0,0
8112, The Last Kingdom,8.9,Aelfwynn suffers from the sickness sweeping the land. Edward proposes an unexpected path forward for Mercia. Cnut's kinsman Sigtryggr arrives in Wales.,"1,761",52.0,,330,0,0,0,0
8113, Trollhunters,8.3,"Trolls, goblins, humans, Gumm-Gumms -- all manner of creatures stop to celebrate the New Year. Because who doesn't love a good party?",23,1.0,,379,0,0,0,0
8114, Fauda,8.1,"The army chases Bashar and his father. The two make plans to get out of their difficult situation, but it tolls a heavy price. Meanwhile, Avichai deals with his mistake.",248,40.0,,111,0,0,0,0
8115, Dynasty,7.8,"With Alexis back, Blake works to reestablish himself; Fallon decides to expand her empire.",187,42.0,,95,0,0,0,0
8116, Selena: The Series,7.5,"Sister Suzette becomes concerned when sparks fly between Selena and the new guitarist, Chris. Meanwhile, AB is under pressure to write new songs.",129,38.0,,268,0,0,0,0
8117, The Circle,8.0,There's another round of shake-ups; Sean shares a secret with the Circle; a face-to-face meeting makes for an unusual bond.,137,47.0,,309,0,0,0,0
8118, The Circle,7.8,"The drama gets dialed up with a cutthroat-round of true confessions; the game's first ""superinfluencer"" steps into power.",132,47.0,,309,0,0,0,0
8119, The Circle,8.0,"As the experiment winds down, Sammie and Ed bond over their suspicions; the players prepare to choose a winner and orchestrate one last block.",135,42.0,,309,0,0,0,0
8120, The Circle,7.2,The final five contestants face each other for the reveal of the winner.,151,56.0,,309,0,0,0,0
8121, Vikings,8.7,"Ivar the Boneless summons the Seer to tell him about his greatest enemy, Lagertha. The Seer takes us through Lagertha's epic story in the previous 4 seasons, telling everything there is to ...                See full summary »",178,,,392,0,0,0,0
8122, Vikings,8.6,"On the run after being defeated by Ivar the Boneless in Kattegat, Torvi tells her son the story of his legendary father, Viking warrior and explorer Bjorn Ironside, to ensure their family legacy lives on.",192,,,392,0,0,0,0
8123, The Epic Tales of Captain Underpants,6.3,"In this interactive special, Harold and George need your decision-making skills to stop Krupp from blowing their beloved treehouse to smithereens",94,37.0,,318,0,0,0,0
