,MOVIES,RATING,PLOT,VOTES,RunTime,Gross,MOVIE ID,is_tv_movie,is_tv_special,is_tv_short,is_video_game
293,Midnight in Paris,7.7,"While on a trip to Paris with his fiancée's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s every day at midnight.","399,157",94.0,$56.82M,3831,0,0,0,0
294,Lost in Space,7.3,"After crash-landing on an alien planet, the Robinson family fight against all odds to survive and escape, but they're surrounded by hidden dangers.","76,255",60.0,,3582,0,0,0,0
295,Wentworth,8.6,Bea Smith is locked up while awaiting trial for the attempted murder of her husband and must learn how life works in prison.,"18,080",45.0,,6632,0,0,0,0
296,After Life,8.4,"After Tony's wife dies unexpectedly, his nice-guy persona is altered into an impulsive, devil-may-care attitude; taking his old world by storm.","91,972",30.0,,626,0,0,0,0
297,The Fresh Prince of Bel-Air,7.9,"A streetwise, poor young man from Philadelphia is sent by his mother to live with his aunt, uncle and cousins in their Bel-Air mansion.","125,167",22.0,,5647,0,0,0,0
298,Kill Bill: Vol. 2,8.0,"The Bride continues her quest of vengeance against her former boss and lover Bill, the reclusive bouncer Budd, and the treacherous, one-eyed Elle.","706,053",137.0,$66.21M,3227,0,0,0,0
299,Bates Motel,8.1,"A contemporary prequel to Psycho, giving a portrayal of how Norman Bates' psyche unravels through his teenage years, and how deeply intricate his relationship with his mother, Norma, truly is.","100,394",45.0,,985,0,0,0,0
300,Moneyball,7.6,Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.,"386,263",133.0,$75.61M,3915,0,0,0,0
301,Behind Her Eyes,7.2,"It follows Louise, a single mom with a son and a part-time job in a psychiatrist's office. She begins an affair with her boss and strikes up an unlikely friendship with his wife.","47,174",298.0,,1016,0,0,0,0
302,Biohackers,6.8,A fast-paced thriller following medical student Mia Akerlund who discovers the use of highly advanced biohacking technology in her university town.,"7,563",44.0,,1101,0,0,0,0
303,Extraction,6.7,"Tyler Rake, a fearless black market mercenary, embarks on the most deadly extraction of his career when he's enlisted to rescue the kidnapped son of an imprisoned international crime lord.","174,406",116.0,,2092,0,0,0,0
304,The IT Crowd,8.5,"The comedic misadventures of Roy, Moss and their grifting supervisor Jen, a rag-tag team of IT support workers at a large corporation headed by a hotheaded yuppie.","138,970",25.0,,5723,0,0,0,0
305,Californication,8.3,"A writer tries to juggle his career, his relationship with his daughter and his ex-girlfriend, as well as his appetite for beautiful women.","174,076",28.0,,1307,0,0,0,0
306,Beastars,7.8,"In a world of anthropomorphic animals, a reclusive wolf's complicated relationship with a kindly rabbit is tested by a classmate's murder, a charismatic deer's influence, and his own burgeoning predatory instincts.","7,429",23.0,,997,0,0,0,0
307,3rd Rock from the Sun,7.7,"A group of aliens are sent to Earth, disguised as a human family, to experience and report life on the third planet from the sun.","48,780",60.0,,479,0,0,0,0
308,Big Mouth,7.9,Teenage friends find their lives upended by the wonders and horrors of puberty.,"61,304",30.0,,1075,0,0,0,0
309,Snowpiercer,7.1,"In a future where a failed climate-change experiment has killed all life except for the lucky few who boarded the Snowpiercer, a train that travels around the globe, a new class system emerges.","335,946",126.0,$4.56M,5092,0,0,0,0
310,Locke & Key,7.4,"After their father is murdered under mysterious circumstances, the three Locke siblings and their mother move into their ancestral home, Keyhouse, which they discover is full of magical keys that may be connected to their father's death.","47,717",48.0,,3543,0,0,0,0
311,300: Rise of an Empire,6.2,"Greek general Themistokles of Athens leads the naval charge against invading Persian forces led by mortal-turned-god Xerxes and Artemisia, vengeful commander of the Persian navy.","286,734",102.0,$106.58M,474,0,0,0,0
312,Kimi no na wa.,8.4,"Two strangers find themselves linked in a bizarre way. When a connection forms, will distance be the only thing to keep them apart?","217,433",106.0,$5.02M,3240,0,0,0,0
313,Travelers,8.1,"Hundreds of years from now, surviving humans discover how to send consciousness back through time, into people of the 21st century, while attempting to change the path of humanity.","49,197",45.0,,6269,0,0,0,0
314,Black Lightning,6.1,A crusading school principal gets back into action as the original African-American electrical superhero.,"23,354",43.0,,1117,0,0,0,0
315,Booksmart,7.2,"On the eve of their high school graduation, two academic superstars and best friends realize they should have worked less and played more. Determined not to fall short of their peers, the girls try to cram four years of fun into one night.","103,143",102.0,$22.68M,1201,0,0,0,0
316,The Water Man,5.3,A boy sets out on a quest to save his ill mother by searching for a mythic figure said to have magical healing powers.,"1,978",91.0,,6087,0,0,0,0
317,Chesapeake Shores,7.5,"A young woman returns to her hometown to help save her sister's failing inn, where she contends with memories and faces from her past.","5,407",42.0,,1398,0,0,0,0
318,Oxygène,6.5,"A woman wakes in a cryogenic chamber with no recollection of how she got there. As she's running out of oxygen, she must rebuild her memory to find a way out of her nightmare.","27,918",100.0,,4313,0,0,0,0
319,Jaws 2,5.8,Police chief Brody must protect the citizens of Amity after a second monstrous shark begins terrorizing the waters.,"73,931",116.0,$102.92M,3007,0,0,0,0
320,Enola Holmes,6.6,"When Enola Holmes-Sherlock's teen sister-discovers her mother missing, she sets off to find her, becoming a super-sleuth in her own right as she outwits her famous brother and unravels a dangerous conspiracy around a mysterious young Lord.","145,206",123.0,,2038,0,0,0,0
321,Rurôni Kenshin: Sai shûshô - The Final,7.2,"Kenshin's past catches up to him causing the destruction of Akabeko Restaurant, which was Kenshin's favorite place to eat. There, he finds a note with the word ""Junchu"" on it.","4,682",138.0,,4755,0,0,0,0
322,Chilling Adventures of Sabrina,7.5,"As her 16th birthday nears, Sabrina must choose between the witch world of her family and the human world of her friends. Based on the Archie comic.","82,557",60.0,,1416,0,0,0,0
323,Marcella,7.4,"Marcella Backland left the Metropolitan Police for the sake of her family, only to have her husband leave her. She returns to her job on the murder squad, investigating a case that seems disturbingly familiar to her.","26,485",45.0,,3721,0,0,0,0
324,Tropic Thunder,7.0,"Through a series of freak occurrences, a group of actors shooting a big-budget war movie are forced to become the soldiers they are portraying.","391,033",107.0,$110.52M,6303,0,0,0,0
325,Freaks and Geeks,8.7,A high school mathlete starts hanging out with a group of burnouts while her younger brother navigates his freshman year.,"133,607",44.0,,2252,0,0,0,0
326,iZombie,7.8,"A medical resident finds that being a zombie has its perks, which she uses to assist the police.","62,258",42.0,,6860,0,0,0,0
327,Spirit Untamed,5.4,Lucky Prescott's life is changed forever when she moves from her home in the city to a small frontier town and befriends a wild mustang named Spirit.,"1,741",88.0,,5165,0,0,0,0
328,Poldark,8.3,"Ross Poldark returns home after American Revolutionary War and rebuilds his life with a new business venture, making new enemies and finding a new love where he least expects it.","27,588",60.0,,4457,0,0,0,0
329,Beauty and the Beast,7.1,"A selfish Prince is cursed to become a monster for the rest of his life, unless he learns to fall in love with a beautiful young woman he keeps prisoner.","284,484",129.0,$504.01M,1004,0,0,0,0
330,Penny Dreadful,8.2,"Explorer Sir Malcolm Murray, American gunslinger Ethan Chandler, scientist Victor Frankenstein and medium Vanessa Ives unite to combat supernatural threats in Victorian London.","115,055",60.0,,4392,0,0,0,0
331,Unbelievable,8.4,"A teenager is charged with lying about having been raped, but two detectives follow the path to the truth.","81,658",385.0,,6380,0,0,0,0
332,Fate: The Winx Saga,6.9,"A live-action adaptation of Nickelodeon's Winx Club (2004). It follows Bloom as she adjusts to life in the Otherworld, where she must learn to control her dangerous magical powers.","30,827",,,2147,0,0,0,0
333,Feel Good,7.5,"The series follows recovering addict and comedian Mae, who is trying to control the addictive behaviors and intense romanticism that permeate every facet of her life.","7,949",30.0,,2166,0,0,0,0
334,Bodyguard,8.1,A contemporary thriller featuring the Royalty and Specialist Protection Branch of London's Metropolitan Police Service.,"103,187",60.0,,1174,0,0,0,0
335,The Legend of Korra,8.4,Avatar Korra fights to keep Republic City safe from the evil forces of both the physical and spiritual worlds.,"109,581",23.0,,5804,0,0,0,0
336,Bird Box,6.6,"Five years after an ominous unseen presence drives most of society to suicide, a mother and her two children make a desperate bid to reach safety.","297,927",124.0,,1105,0,0,0,0
337,She-Ra and the Princesses of Power,7.9,"She-Ra, Princess of Power, leads a rebellion to free her land of Etheria from the monstrous invaders the Horde.","11,967",30.0,,4965,0,0,0,0
338,Scorpion,7.1,An eccentric genius forms an international network of super-geniuses to act as the last line of defense against the complicated threats of the modern world.,"48,387",43.0,,4858,0,0,0,0
339,Derry Girls,8.4,The personal exploits of a 16-year-old girl and her family and friends during the Troubles in the early 1990s.,"24,293",30.0,,1775,0,0,0,0
340,Hell or High Water,7.6,A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas.,"211,816",102.0,$26.86M,2652,0,0,0,0
341,The Babysitter,6.3,"When Cole stays up past his bedtime, he discovers that his hot baby sitter belongs to a satanic cult that will stop at nothing to keep him quiet.","79,593",85.0,,5466,0,0,0,0
342,Marriage Story,7.9,Noah Baumbach's incisive and compassionate look at a marriage breaking up and a family staying together.,"266,307",137.0,$2.00M,3737,0,0,0,0
343,Ratched,7.3,"In 1947, Mildred Ratched begins working as a nurse at a leading psychiatric hospital. But beneath her stylish exterior lurks a growing darkness.","44,914",,,4574,0,0,0,0
344,Annihilation,6.8,"A biologist signs up for a dangerous, secret expedition into a mysterious zone where the laws of nature don't apply.","293,459",115.0,$32.73M,797,0,0,0,0
345,Fractured,6.4,"A couple stops at a gas station, where their 6 y.o. daughter's arm is fractured. They hurry to a hospital. Something strange is going on there. The wife and daughter go missing.","62,113",99.0,,2244,0,0,0,0
346,El Camino: A Breaking Bad Movie,7.3,"Fugitive Jesse Pinkman runs from his captors, the law, and his past.","200,029",122.0,,1951,0,0,0,0
347,Godless,8.3,"In the 1880s American West, murderous outlaw gang leader Frank Griffin hunts for ex-protege Roy Goode. Frank's chase leads him to La Belle, New Mexico--a town inhabited, after a mining disaster, almost entirely by women.","56,997",452.0,,2434,0,0,0,0
348,Haikyuu!!,8.7,"Determined to be like the volleyball championship's star player Shouyou, a short boy nicknamed ""the small giant,"" joins his school's volleyball club.","15,250",24.0,,2550,0,0,0,0
349,Wind River,7.7,A veteran hunter helps an FBI agent investigate the murder of a young woman on a Wyoming Native American reservation.,"218,337",107.0,$33.80M,6696,0,0,0,0
350,Dirilis: Ertugrul,8.0,"The heroic story of Ertugrul Ghazi, the father of Osman (Uthman) who founded the Ottoman Empire.","31,182",120.0,,1814,0,0,0,0
351,Frozen,7.4,"When the newly crowned Queen Elsa accidentally uses her power to turn things into ice to curse her home in infinite winter, her sister Anna teams up with a mountain man, his playful reindeer, and a snowman to change the weather condition.","586,769",102.0,$400.74M,2282,0,0,0,0
352,The Haunting of Bly Manor,7.4,"After an au pair’s tragic death, Henry hires a young American nanny to care for his orphaned niece and nephew who reside at Bly Manor with the chef Owen, groundskeeper Jamie and housekeeper, Mrs. Grose.","77,872",494.0,,5692,0,0,0,0
353,Charlie's Angels,4.8,"When a young systems engineer blows the whistle on a dangerous technology, Charlie's Angels are called into action, putting their lives on the line to protect us all.","62,393",118.0,,1376,0,0,0,0
354,Love,7.7,"A program that follows a couple who must navigate the exhilarations and humiliations of intimacy, commitment and other things they were hoping to avoid.","39,010",50.0,,3611,0,0,0,0
355,Spenser Confidential,6.2,"When two Boston police officers are murdered, ex-cop Spenser teams up with his no-nonsense roommate, Hawk, to take down criminals.","77,727",111.0,,5154,0,0,0,0
356,Centaurworld,7.5,"A hardened war horse transported away from battle finds herself in a land that's inhabited by silly, singing centaurs of all shapes and sizes.",207,25.0,,1361,0,0,0,0
357,Lo imposible,7.6,The story of a tourist family in Thailand caught in the destruction and chaotic aftermath of the 2004 Indian Ocean tsunami.,"208,903",114.0,$19.02M,3539,0,0,0,0
358,Shadowhunters: The Mortal Instruments,6.6,"After her mother disappears, Clary must venture into the dark world of demon hunting, and embrace her new role among the Shadowhunters.","56,183",42.0,,4944,0,0,0,0
359,The Ranch,7.5,The son of a Colorado rancher returns home from a semi-pro football career to run the family business.,"35,091",30.0,,5953,0,0,0,0
360,Shooter,7.5,"A conspiracy thriller that follows the journey of Bob Lee Swagger, a highly-decorated veteran who is coaxed back into action to prevent a plot to kill the President.","33,000",60.0,,4992,0,0,0,0
361,Zoo,6.7,A young scientist searches to find out what's causing a rash of violent animal attacks.,"23,095",42.0,,6850,0,0,0,0
362,The Trial of the Chicago 7,7.8,"The story of 7 people on trial stemming from various charges surrounding the uprising at the 1968 Democratic National Convention in Chicago, Illinois.","153,211",129.0,,6048,0,0,0,0
363,Comment je suis devenu super-héros,5.8,"While superheroes have assimilated into Parisian society, a new drug gives super powers to mere mortals.","3,214",97.0,,1517,0,0,0,0
364,Stowaway,5.6,A three-person crew on a mission to Mars faces an impossible choice when an unplanned passenger jeopardizes the lives of everyone on board.,"36,937",116.0,,5234,0,0,0,0
365,The Nice Guys,7.4,"In 1970s Los Angeles, a mismatched pair of private eyes investigate a missing girl and the mysterious death of a porn star.","295,435",116.0,$36.26M,5877,0,0,0,0
366,The Snowman,5.1,Detective Harry Hole investigates the disappearance of a woman whose scarf is found wrapped around an ominous-looking snowman.,"60,354",119.0,$6.67M,6008,0,0,0,0
367,Moonrise Kingdom,7.8,"A pair of young lovers flee their New England town, which causes a local search party to fan out to find them.","328,550",94.0,$45.51M,3942,0,0,0,0
368,Contagion,6.7,"Healthcare professionals, government officials and everyday people find themselves in the midst of a pandemic as the CDC works to find a cure.","290,444",106.0,$75.66M,1529,0,0,0,0
369,Nashville,7.7,"Follows the lives and tragedies of rising and fading country music stars in Nashville, Tennessee.","23,735",43.0,,4086,0,0,0,0
370,This Is England,7.7,"A young boy becomes friends with a gang of skinheads. Friends soon become like family, and relationships will be pushed to the very limit.","117,889",101.0,$0.33M,6143,0,0,0,0
371,El hoyo,7.0,A vertical prison with one cell per level. Two people per cell. Only one food platform and two minutes per day to feed. An endless nightmare trapped in The Hole.,"183,495",94.0,,1985,0,0,0,0
372,Scream,7.1,A serialized anthology series that follows a group of teenagers being targeted by a masked serial killer.,"35,660",45.0,,4859,0,0,0,0
373,Halston,7.5,"The story of a man who leverages his single, invented name into a worldwide fashion empire that's synonymous with luxury, sex, status and fame, literally defining the era.","10,460",240.0,,2557,0,0,0,0
374,Castle Rock,7.6,"Based on the stories of Stephen King, the series intertwines characters and themes from the fictional town of Castle Rock.","40,731",60.0,,1347,0,0,0,0
375,Misfits,8.2,"A group of young offenders doing community service get struck by lightning during a storm, and begin to develop superpowers.","95,735",60.0,,3879,0,0,0,0
376,Medici,7.9,"A political family drama set in Florence in the early fifteenth century. Cosimo de Medici finds himself at the helm of his banking dynasty when his father, Giovanni, dies suddenly.","16,659",60.0,,3777,0,0,0,0
377,I'm Thinking of Ending Things,6.6,"Full of misgivings, a young woman travels with her new boyfriend to his parents' secluded farm. Upon arriving, she comes to question everything she thought she knew about him, and herself.","71,640",134.0,,2851,0,0,0,0
378,Willy Wonka & the Chocolate Factory,7.8,A poor but hopeful boy seeks one of the five coveted golden tickets that will send him on a tour of Willy Wonka's mysterious chocolate factory.,"186,202",100.0,$4.00M,6691,0,0,0,0
379,Fantasy Island,4.9,"When the owner and operator of a luxurious island invites a collection of guests to live out their most elaborate fantasies in relative seclusion, chaos quickly descends.","41,744",109.0,,2124,0,0,0,0
380,Doc Martin,8.3,"The trials and tribulations of Dr. Martin Ellingham (Martin Clunes), a socially challenged doctor who moves from London to the picturesque village of Port Wenn in Cornwall.","13,580",46.0,,1834,0,0,0,0
381,Homefront,6.5,"A former DEA agent moves his family to a quiet town, where he soon tangles with a local meth druglord.","113,476",100.0,$20.16M,2738,0,0,0,0
382,The Power of the Dog,,"Charismatic rancher Phil Burbank inspires fear and awe in those around him. When his brother brings home a new wife and her son, Phil torments them until he finds himself exposed to the possibility of love.",,125.0,,5932,0,0,0,0
383,Dead Poets Society,8.1,Maverick teacher John Keating uses poetry to embolden his boarding school students to new heights of self-expression.,"443,357",128.0,$95.86M,1710,0,0,0,0
384,Contratiempo,8.1,A successful entrepreneur accused of murder and a witness preparation expert have less than three hours to come up with an impregnable defense.,"157,061",106.0,,1533,0,0,0,0
385,There's Something About Mary,7.1,"A man gets a chance to meet up with his dream girl from high school, even though his date with her back then was a complete disaster.","298,729",119.0,$176.48M,6131,0,0,0,0
386,Trailer Park Boys,8.5,Three petty felons have a documentary made about their life in a trailer park.,"38,861",30.0,,6259,0,0,0,0
387,Binsenjo,8.5,"During a visit to his motherland, a Korean-Italian mafia lawyer gives an unrivaled conglomerate a taste of its own medicine with a side of justice.","7,888",80.0,,1100,0,0,0,0
388,Full House,6.7,A widowed broadcaster raises his three daughters with assistance from his rock'n'roll brother-in-law and his madcap best friend.,"54,419",22.0,,2291,0,0,0,0
389,The OA,7.8,"Having gone missing seven years ago, the previously blind Prairie returns home, now in her twenties with her sight restored. While many believe she is a miracle, others worry that she could be dangerous.","94,862",60.0,,5884,0,0,0,0
390,Lucy,6.4,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.","462,122",89.0,$126.66M,3626,0,0,0,0
391,Will & Grace,7.2,"Gay lawyer Will and straight interior designer Grace share a New York City apartment. Their best friends are gleeful and proud gay Jack and charismatic, filthy-rich, amoral socialite Karen.","52,269",22.0,,6689,0,0,0,0
392,Luke Cage,7.3,"When a sabotaged experiment gives him super strength and unbreakable skin, Luke Cage becomes a fugitive attempting to rebuild his life in Harlem and must soon confront his past and fight a battle for the heart of his city.","120,187",55.0,,3631,0,0,0,0
393,GLOW,8.0,A look at the personal and professional lives of a group of women who perform for a wrestling organization in Los Angeles during the 1980s.,"42,221",35.0,,2307,0,0,0,0
394,Wet Hot American Summer: Ten Years Later,6.9,The campers and counselors of Camp Firewood meet ten years after their last day at camp.,"7,784",216.0,,6638,0,0,0,0
395,The Mummy,5.4,"An ancient Egyptian princess is awakened from her crypt beneath the desert, bringing with her malevolence grown over millennia, and terrors that defy human comprehension.","177,592",110.0,$80.10M,5865,0,0,0,0
396,When They See Us,8.9,Five teens from Harlem become trapped in a nightmare when they're falsely accused of a brutal attack in Central Park. Based on the true story.,"102,201",296.0,,6661,0,0,0,0
397,22 July,6.8,"A three-part story of Norway's worst terrorist attack in which over seventy people were killed. 22 July looks at the disaster itself, the survivors, Norway's political system and the lawyers who worked on this horrific case.","30,905",143.0,,465,0,0,0,0
398,When Calls the Heart,8.1,"Elizabeth Thatcher, a young school teacher from a wealthy Eastern family, migrates from the big city to teach school in a small coal mining town in the west.","11,306",43.0,,6656,0,0,0,0
399,A Series of Unfortunate Events,7.8,"After the loss of their parents in a mysterious fire, the three Baudelaire children face trials and tribulations attempting to uncover dark family secrets.","55,753",50.0,,556,0,0,0,0
400,Birdman or (The Unexpected Virtue of Ignorance),7.7,"A washed-up superhero actor attempts to revive his fading career by writing, directing, and starring in a Broadway production.","595,946",119.0,$42.34M,1107,0,0,0,0
401,RuPaul's Drag Race All Stars,8.5,New show will serve up a new twist on the mega-hit RuPaul's Drag Race as it pits queens from previous seasons in a wig-to-wig drag battle royale.,"6,644",60.0,,4740,0,0,0,0
402,Sophie: A Murder in West Cork,6.9,"The documentary follows the investigation of Sophie Toscan Du Plantier, a French film and TV producer who was killed while at her isolated holiday cottage in West Cork, Ireland, in 1996.","3,235",164.0,,5124,0,0,0,0
403,Knock Knock,4.9,"A devoted father helps two stranded young women who knock on his door, but his kind gesture turns into a dangerous seduction and a deadly game of cat and mouse.","87,474",99.0,$0.04M,3268,0,0,0,0
404,Madam Secretary,7.6,A political drama which looks into the life of the Secretary of State as she tries to balance work with family.,"20,755",45.0,,3657,0,0,0,0
405,Hauru no ugoku shiro,8.2,"When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.","351,466",119.0,$4.71M,2613,0,0,0,0
406,The Alienist,7.7,Newspaper illustrator John Moore meets with criminal psychologist (alienist) Dr. Laszlo Kreizler to investigate a serial killer in New York during the late 19th century.,"48,646",60.0,,5450,0,0,0,0
407,Now You See Me,7.2,"An F.B.I. Agent and an Interpol Detective track a team of illusionists who pull off bank heists during their performances, and reward their audiences with the money.","614,056",115.0,$117.72M,4185,0,0,0,0
408,Hell's Kitchen,7.1,"World renowned chef Gordon Ramsay puts aspiring young chefs through rigorous cooking challenges and dinner services at his restaurant in Hollywood, ""Hell's Kitchen"".","19,419",42.0,,2653,0,0,0,0
409,The Ballad of Buster Scruggs,7.3,"Six tales of life and violence in the Old West, following a singing gunslinger, a bank robber, a traveling impresario, an elderly prospector, a wagon train, and a perverse pair of bounty hunters.","130,664",133.0,,5470,0,0,0,0
410,The Lost World: Jurassic Park,6.6,"A research team is sent to the Jurassic Park Site B island to study the dinosaurs there, while an InGen team approaches with another agenda.","390,425",129.0,$229.09M,5820,0,0,0,0
411,The Politician,7.5,"Payton Hobart, a student from Santa Barbara, has known since age seven that he's going to be President of the United States. But first he'll have to navigate the most treacherous political landscape of all: Saint Sebastian High School.","19,735",42.0,,5929,0,0,0,0
412,Marco Polo,8.0,"In a world replete with greed, betrayal, sexual intrigue and rivalry, ""Marco Polo"" is based on the famed explorer's adventures in Kublai Khan's court in 13th century Mongolia.","67,083",60.0,,3724,0,0,0,0
413,Tattoo Redo,5.6,"Bad tattoos walk in. Great tattoos walk out. Top artists transform tattoo disasters into stunning cover-ups, with designs chosen by clients' loved ones.",232,,,5379,0,0,0,0
414,Shameless,8.0,The lives and relationships of a group of siblings and their estranged father Frank Gallagher on a rough Manchester estate.,"15,630",90.0,,4950,0,0,0,0
415,Top Gear,8.6,"The hosts talk about everything car-related. From new cars to how they're fueled, this show has it all.","111,345",60.0,,6235,0,0,0,0
416,Vanquish,2.7,"A mother, Victoria, is trying to put her dark past as a Russian drug courier behind her, but retired cop Damon forces Victoria to do his bidding by holding her daughter hostage.","3,010",94.0,,6525,0,0,0,0
417,Sweet Magnolias,7.4,"Three South Carolina women, best friends since high school, shepherd one another through the complexities of romance, career, and family.","10,096",,,5324,0,0,0,0
418,Geostorm,5.3,"When the network of satellites designed to control the global climate starts to attack Earth, it's a race against the clock for its creator to uncover the real threat before a worldwide Geostorm wipes out everything and everyone.","99,724",109.0,$33.70M,2361,0,0,0,0
419,The Bureau of Magical Things,6.8,"Teenage girl Kyra accidentally discovers an extraordinary world and gains magical powers; when an unexpected threat emerges, she must unite fairies, elves and humans to save them all.","1,349",25.0,,5511,0,0,0,0
420,Rojst,7.0,"In an early-'80s Polish town, a prostitute and a youth leader are found killed, but the police's handling of the case makes two journalists suspicious.","3,471",50.0,,4709,0,0,0,0
421,Sausage Party,6.1,A sausage strives to discover the truth about his existence.,"181,775",89.0,$97.69M,4838,0,0,0,0
422,A Futile and Stupid Gesture,6.8,"In the 1970s and '80s, National Lampoon's success and influence creates a new media empire overseen in part by the brilliant and troubled Douglas Kenney.","14,676",101.0,,527,0,0,0,0
423,Eurovision Song Contest: The Story of Fire Saga,6.5,"When aspiring musicians Lars and Sigrit are given the opportunity to represent their country at the world's biggest song competition, they finally have a chance to prove that any dream worth having is a dream worth fighting for.","84,242",123.0,,2069,0,0,0,0
424,Russian Doll,7.9,A cynical young woman in New York City keeps dying and returning to the party that's being thrown in her honor on that same evening. She tries to find a way out of this strange time loop.,"72,588",30.0,,4765,0,0,0,0
425,Sa-rang-eui bul-sa-chak,8.7,The absolute top secret love story of a chaebol heiress who made an emergency landing in North Korea because of a paragliding accident and a North Korean special officer who falls in love with her and who is hiding and protecting her.,"16,879",70.0,,4781,0,0,0,0
426,The Next Three Days,7.3,A married couple's life is turned upside down when the wife is accused of a murder.,"189,815",133.0,$21.15M,5876,0,0,0,0
427,Maniac,7.8,"Two strangers are drawn to a mysterious pharmaceutical trial for a drug that will, they're assured, with no complications or side-effects whatsoever, solve all of their problems permanently. Things do not go as planned.","69,384",386.0,,3710,0,0,0,0
428,Moonlight,7.4,"A young African-American man grapples with his identity and sexuality while experiencing the everyday struggles of childhood, adolescence, and burgeoning adulthood.","285,273",111.0,$27.85M,3941,0,0,0,0
429,In the Heart of the Sea,6.9,"A recounting of a New England whaling ship's sinking by a giant whale in 1820, an experience that later inspired the great novel Moby-Dick.","128,605",122.0,$25.02M,2891,0,0,0,0
430,The Babysitter: Killer Queen,5.8,"Two years after Cole survived a satanic blood cult, he's living another nightmare: high school. And the demons from his past? Still making his life hell.","31,220",101.0,,5465,0,0,0,0
431,Final Space,8.3,An astronaut named Gary and his planet-destroying sidekick called Mooncake embark on serialized journeys through space in order to unlock the mystery of where the universe actually ends and if it actually does exist.,"36,443",30.0,,2187,0,0,0,0
432,Into the Badlands,8.0,A mighty warrior and a young boy search for enlightenment in a ruthless territory controlled by feudal barons.,"43,147",42.0,,2931,0,0,0,0
433,Firefly Lane,7.4,Tully and Kate support each other through good times and bad with an unbreakable bond that carries them from their teens to their forties.,"16,674",,,2199,0,0,0,0
434,Manhunt,8.1,"An in-depth look at how an FBI profiler helped track down the terrorist Ted Kaczynski, the Unabomber.","54,164",60.0,,3709,0,0,0,0
435,Kingdom,8.5,A retired MMA fighter turned trainer juggles keeping his mixed martial arts gym running and keeping his family united.,"16,565",43.0,,3249,0,0,0,0
436,Wet Hot American Summer: First Day of Camp,7.4,Follows the counselors and campers on their first day at Camp Firewood in the summer of 1981.,"22,906",30.0,,6637,0,0,0,0
437,Rebecca,6.0,"A young newlywed arrives at her husband's imposing family estate on a windswept English coast and finds herself battling the shadow of his first wife, Rebecca, whose legacy lives on in the house long after her death.","35,836",123.0,,4594,0,0,0,0
438,Master of None,8.3,"The personal and professional life of Dev, a 30-year-old actor in New York.","70,472",30.0,,3751,0,0,0,0
439,The Stranger,7.3,Follows the lives of suburban families whose secrets and lies are made public by the appearance of a stranger.,"38,697",363.0,,6025,0,0,0,0
440,Contact,7.5,"Dr. Ellie Arroway, after years of searching, finds conclusive radio proof of extraterrestrial intelligence, sending plans for a mysterious machine.","261,289",150.0,$100.92M,1528,0,0,0,0
441,The Kissing Booth,6.0,A high school student is forced to confront her secret crush at a kissing booth.,"72,207",105.0,,5776,0,0,0,0
442,Top Boy,8.4,Two London drug dealers ply their lucrative trade at a public housing estate in East London.,"14,832",60.0,,6233,0,0,0,0
443,Climax,7.0,"French dancers gather in a remote, empty school building to rehearse on a wintry night. The all-night celebration morphs into a hallucinatory nightmare when they learn their sangria is laced with LSD.","58,051",97.0,$0.80M,1473,0,0,0,0
444,Vivo,7.3,"Vivo, Sony Pictures Animation's first-ever musical adventure featuring all-new original songs from Lin-Manuel Miranda, will take audiences on an epic adventure to gorgeous and vibrant locations never before seen in animation.",27,95.0,,6563,0,0,0,0
445,Gods of Egypt,5.4,"Mortal hero Bek teams with the god Horus in an alliance against Set, the merciless god of darkness, who has usurped Egypt's throne, plunging the once peaceful and prosperous empire into chaos and conflict.","109,959",127.0,$31.15M,2435,0,0,0,0
446,Mank,6.9,1930's Hollywood is reevaluated through the eyes of scathing social critic and alcoholic screenwriter Herman J. Mankiewicz as he races to finish the screenplay of Citizen Kane (1941).,"63,893",131.0,,3711,0,0,0,0
447,Bleach: Burîchi,8.1,"High school student Ichigo Kurosaki, who has the ability to see ghosts, gains soul reaper powers from Rukia Kuchiki and sets out to save the world from ""Hollows"".","46,537",24.0,,1134,0,0,0,0
448,¿Quién Mató a Sara?,6.4,"Hell-bent on exacting revenge and proving he was framed for his sister's murder, Álex sets out to unearth much more than the crime's real culprit.","10,387",,,6865,0,0,0,0
449,X-Ray: Selected Satyajit Shorts,7.2,"From a satire to a psychological thriller, four short stories from celebrated auteur and writer Satyajit Ray are adapted for the screen in this series.","7,023",65.0,,6741,0,0,0,0
450,The Dirt,7.0,"Based on the bestselling autobiography from Mötley Crüe, the film is an unflinching tale of success and excess as four misfits rise from the streets of Hollywood to the heights of international fame.","43,022",107.0,,5594,0,0,0,0
451,The Real Housewives of Beverly Hills,5.1,A reality series that follows some of the most affluent women in the country as they enjoy the lavish lifestyle that only Beverly Hills can provide.,"5,326",44.0,,5957,0,0,0,0
